Nome_IMG;Latitude;;;Lat_decimal;Longitude;;;Lon_decimal;Alt (m);X (m);Y (m);Z (m);Roll;Pitch;Yaw;
DJI_0312.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.9;
DJI_0313.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0314.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0315.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0316.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0317.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.5;
DJI_0318.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.2;
DJI_0319.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.3;
DJI_0320.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.6;
DJI_0321.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.9;
DJI_0322.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.1;
DJI_0323.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.0;
DJI_0324.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.0;
DJI_0325.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.0;
DJI_0326.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-171.0;
DJI_0327.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.9;
DJI_0328.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.9;
DJI_0329.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.8;
DJI_0330.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.9;
DJI_0331.JPG;;;;0.00000000 ;;;;0.00000000 ;;-5216359.806 ;-2505507.184 ;-100;0.0 ;-90.0 ;-170.9;
